"CityTown","StateTerritory","lat","lon","locality","state","county","Location"
"Barre","MA","42.422905","-72.1051","Barre","MA","Worcester County","Barre, MA"
"Barre","VT","44.197006","-72.502049","Barre","VT","Washington County","Barre, VT"
"Barrington","IL","42.153914","-88.136189","Barrington","IL","Cook County","Barrington, IL"
"Barrington","RI","41.74068","-71.308609","Barrington","RI","Bristol County","Barrington, RI"
"Barstow","CA","34.895796","-117.017283","Barstow","CA","San Bernardino County","Barstow, CA"
"Bartlesville","OK","36.747311","-95.980818","Bartlesville","OK","Washington County","Bartlesville, OK"
"Bartlett","IL","41.995028","-88.18563","Bartlett","IL","Cook County","Bartlett, IL"
"Bartlett","TN","35.204533","-89.873975","Bartlett","TN","Shelby County","Bartlett, TN"
"Bartonville","TX","33.073178","-97.131679","Bartonville","TX","Denton County","Bartonville, TX"
"Basalt","CO","39.368873","-107.032824","Basalt","CO","Eagle County","Basalt, CO"
"Basin","WY","44.379957","-108.038989","Basin","WY","Big Horn County","Basin, WY"
"Basking Ridge","NJ","40.706617","-74.549328","Basking Ridge","NJ","Somerset County","Basking Ridge, NJ"
"Bastrop","LA","32.756246","-91.87235","Bastrop","LA","Morehouse Parish","Bastrop, LA"
"Bastrop","TX","30.110495","-97.31527","Bastrop","TX","Bastrop County","Bastrop, TX"
"Batavia","IL","41.850028","-88.312574","Batavia","IL","Kane County","Batavia, IL"
"Batavia","NY","42.998116","-78.187517","Batavia","NY","Genesee County","Batavia, NY"
"Batesville","AR","35.769799","-91.640972","Batesville","AR","Independence County","Batesville, AR"
"Batesville","TN","35.501195","-86.069763","Manchester","TN","Coffee County","Batesville, TN"
"Bath","ME","43.910635","-69.820602","Bath","ME","Sagadahoc County","Bath, ME"
"Bath","NY","42.337016","-77.317758","Bath","NY","Steuben County","Bath, NY"
"Baton Rogue","LA","30.451468","-91.187147","Baton Rouge","LA","East Baton Rouge Parish","Baton Rogue, LA"
"Baton Rouge","LA","30.451468","-91.187147","Baton Rouge","LA","East Baton Rouge Parish","Baton Rouge, LA"
"Baton Rough","LA","30.451468","-91.187147","Baton Rouge","LA","East Baton Rouge Parish","Baton Rough, LA"
"Battle Creek","MI","42.321152","-85.179714","Battle Creek","MI","Calhoun County","Battle Creek, MI"
"Battle Ground","WA","45.780796","-122.54773","Battle Ground","WA","Clark County","Battle Ground, WA"
"Baudette","MN","48.712474","-94.59993","Baudette","MN","Lake of the Woods County","Baudette, MN"
"Baxter","MN","46.348363","-94.268638","Baxter","MN","Crow Wing County","Baxter, MN"
"Bay City","MI","43.594468","-83.888865","Bay City","MI","Bay County","Bay City, MI"
"Bay Harbor Islands","FL","25.887595","-80.131156","Bay Harbor Islands","FL","Miami-Dade County","Bay Harbor Islands, FL"
"Bay Pines","FL","27.809223","-82.775162","Bay Pines","FL","Pinellas County","Bay Pines, FL"
"Bay Ridge","NY","40.626373","-74.029877",NA,"NY","Kings County","Bay Ridge, NY"
"Bay Saint Louis","MS","30.308808","-89.330046","Bay St. Louis","MS","Hancock County","Bay Saint Louis, MS"
"Bay Shore","NY","40.725099","-73.245395","Bay Shore","NY","Suffolk County","Bay Shore, NY"
"Bay St Louis + Pass Christian","MS","30.315753","-89.247543","Pass Christian","MS","Harrison County","Bay St Louis + Pass Christian, MS"
"Bay St. Louis","MS","30.308808","-89.330046","Bay St. Louis","MS","Hancock County","Bay St. Louis, MS"
"Bay Village","OH","41.484766","-81.922085","Bay Village","OH","Cuyahoga County","Bay Village, OH"
"Bayboro","NC","35.142944","-76.770209","Bayboro","NC","Pamlico County","Bayboro, NC"
"Bayfield","WI","46.810767","-90.81824","Bayfield","WI","Bayfield County","Bayfield, WI"
"Bayonne","NJ","40.668714","-74.114309","Bayonne","NJ","Hudson County","Bayonne, NJ"
"Bayside","NY","40.758557","-73.765437",NA,"NY","Queens County","Bayside, NY"
"Baytown","TX","29.735505","-94.977427","Baytown","TX","Harris County","Baytown, TX"
"Bayville","NJ","39.909092","-74.154917","Berkeley Township","NJ","Ocean County","Bayville, NJ"
"Beachwood","OH","41.464498","-81.508732","Beachwood","OH","Cuyahoga County","Beachwood, OH"
"Beacon Falls","CT","41.442645","-73.061761","Beacon Falls","CT","New Haven County","Beacon Falls, CT"
"Beacon Hill","MA","42.3588","-71.070739","Boston","MA","Suffolk County","Beacon Hill, MA"
"Beacon","NY","41.504816","-73.969583","Beacon","NY","Dutchess County","Beacon, NY"
"Beardstown","IL","40.017548","-90.424292","Beardstown","IL","Cass County","Beardstown, IL"
"Beatrice","NE","40.265927","-96.746691","Beatrice","NE","Gage County","Beatrice, NE"
"Beaufort","NC","34.718217","-76.663819","Beaufort","NC","Carteret County","Beaufort, NC"
"Beaufort","SC","32.431581","-80.669829","Beaufort","SC","Beaufort County","Beaufort, SC"
"Beaumont","CA","33.929461","-116.977248","Beaumont","CA","Riverside County","Beaumont, CA"
"Beaumont","TX","30.080174","-94.126556","Beaumont","TX","Jefferson County","Beaumont, TX"
"Beaver Creek","CO","39.604225","-106.516515","Beaver Creek","CO","Eagle County","Beaver Creek, CO"
"Beaver Dam","WI","43.457769","-88.837329","Beaver Dam","WI","Dodge County","Beaver Dam, WI"
"Beaver Falls","PA","40.75201","-80.319229","Beaver Falls","PA","Beaver County","Beaver Falls, PA"
"Beaver Island","MI","45.646763","-85.552073","Beaver Island","MI","Charlevoix County","Beaver Island, MI"
"Beaver","PA","40.695344","-80.304785","Beaver","PA","Beaver County","Beaver, PA"
"Beavercreek","OH","39.709226","-84.063268","Beavercreek","OH","Greene County","Beavercreek, OH"
"Beaverton","LA","45.499482","-122.812832","Beaverton","OR","Washington County","Beaverton, LA"
"Beaverton","OK","45.488876","-122.801377","Beaverton","OR","Washington County","Beaverton, OK"
"Beaverton","OR","45.488876","-122.801377","Beaverton","OR","Washington County","Beaverton, OR"
"Beckley","WV","37.77817","-81.188156","Beckley","WV","Raleigh County","Beckley, WV"
"Bedford Heights","OH","41.402088","-81.501775","Bedford Heights","OH","Cuyahoga County","Bedford Heights, OH"
"Bedford","IN","38.861162","-86.487215","Bedford","IN","Lawrence County","Bedford, IN"
"Bedford","MA","42.490623","-71.276009","Bedford","MA","Middlesex County","Bedford, MA"
"Bedford","NH","42.946329","-71.513201","Bedford","NH","Hillsborough County","Bedford, NH"
"Bedford","NY","41.204262","-73.64374","Bedford","NY","Westchester County","Bedford, NY"
"Bedford","PA","40.018692","-78.503907","Bedford","PA","Bedford County","Bedford, PA"
"Bedford","VA","37.334308","-79.523088","Bedford","VA","Bedford County","Bedford, VA"
"Bedminister","NJ","40.669264","-74.6804","Bedminster","NJ","Somerset County","Bedminister, NJ"
"Bedminster","NJ","40.669264","-74.6804","Bedminster","NJ","Somerset County","Bedminster, NJ"
"Beebe","AR","35.070642","-91.879586","Beebe","AR","White County","Beebe, AR"
"Beecher","MI","43.090027","-83.694402","Beecher","MI","Genesee County","Beecher, MI"
"Beechwood","OH","41.464498","-81.508732","Beachwood","OH","Cuyahoga County","Beechwood, OH"
"Beeville","TX","28.400832","-97.748331","Beeville","TX","Bee County","Beeville, TX"
"Bel Air","CA","34.100246","-118.459463","Los Angeles","CA","Los Angeles County","Bel Air, CA"
"Bel Air","MD","39.535941","-76.348293","Bel Air","MD","Harford County","Bel Air, MD"
"Bel Aire","KS","37.770835","-97.259891","Bel Aire","KS","Sedgwick County","Bel Aire, KS"
"Belchertown","MA","42.277035","-72.400888","Belchertown","MA","Hampshire County","Belchertown, MA"
"Belen","NM","34.662765","-106.776155","Belen","NM","Valencia County","Belen, NM"
"Belfast","ME","44.425909","-69.006423","Belfast","ME","Waldo County","Belfast, ME"
"Belgrade","MT","45.776246","-111.177095","Belgrade","MT","Gallatin County","Belgrade, MT"
"Bellaire","TX","29.705786","-95.45883","Bellaire","TX","Harris County","Bellaire, TX"
"Bellbrook","OH","39.635615","-84.070768","Bellbrook","OH","Greene County","Bellbrook, OH"
"Belle Chasse","LA","29.854929","-89.990625","Belle Chasse","LA","Plaquemines Parish","Belle Chasse, LA"
"Belle Plaine","MN","44.623041","-93.768404","Belle Plaine","MN","Scott County","Belle Plaine, MN"
"Bellefonte","PA","40.913394","-77.778335","Bellefonte","PA","Centre County","Bellefonte, PA"
"Belleville","IL","38.52005","-89.983993","Belleville","IL","St. Clair County","Belleville, IL"
"Belleville","MO","37.124504","-94.590506",NA,"MO","Jasper County","Belleville, MO"
"Belleville","NJ","40.793674","-74.150047","Belleville","NJ","Essex County","Belleville, NJ"
"Bellevue","DE","39.770947","-75.48353",NA,"DE","New Castle County","Bellevue, DE"
"Bellevue","ID","43.463518","-114.2606","Bellevue","ID","Blaine County","Bellevue, ID"
"Bellevue","NE","41.154362","-95.914557","Bellevue","NE","Sarpy County","Bellevue, NE"
"Bellevue","PA","40.493958","-80.051721","Bellevue","PA","Allegheny County","Bellevue, PA"
"Bellevue","WA","47.61015","-122.201516","Bellevue","WA","King County","Bellevue, WA"
"Bellingham","MA","42.086761","-71.474588","Bellingham","MA","Norfolk County","Bellingham, MA"
"Bellingham","WA","48.751911","-122.478685","Bellingham","WA","Whatcom County","Bellingham, WA"
"Bellows Falls","VT","43.133411","-72.443977","Town of Rockingham","VT","Windham County","Bellows Falls, VT"
"Bellport","NY","40.757043","-72.939273","Bellport","NY","Suffolk County","Bellport, NY"
"Belmont County","OH","40.032585","-80.89865",NA,"OH","Belmont County","Belmont County, OH"
"Belmont","CA","37.520215","-122.275801","Belmont","CA","San Mateo County","Belmont, CA"
"Belmont","MA","42.39564","-71.177611","Belmont","MA","Middlesex County","Belmont, MA"
"Belmont","NC","35.242917","-81.037297","Belmont","NC","Gaston County","Belmont, NC"
"Beloit","WI","42.508348","-89.031776","Beloit","WI","Rock County","Beloit, WI"
"Belton","MO","38.811953","-94.531898","Belton","MO","Cass County","Belton, MO"
"Belton","TX","31.056013","-97.464453","Belton","TX","Bell County","Belton, TX"
"Beltsville","MD","39.034832","-76.907474","Beltsville","MD","Prince George's County","Beltsville, MD"
"Belvidere","IL","42.26391","-88.844267","Belvidere","IL","Boone County","Belvidere, IL"
"Belvidere","NJ","40.82982","-75.077675","Belvidere","NJ","Warren County","Belvidere, NJ"
"Belzoni","MS","33.184291","-90.489256","Belzoni","MS","Humphreys County","Belzoni, MS"
"Bemidji","MN","47.471573","-94.882686","Bemidji","MN","Beltrami County","Bemidji, MN"
"Ben Avon","PA","40.508124","-80.083111","Ben Avon","PA","Allegheny County","Ben Avon, PA"
"Benbrook","TX","32.673188","-97.460576","Benbrook","TX","Tarrant County","Benbrook, TX"
"Bend-La Pine","OR","44.056222","-121.316262","Bend","OR","Deschutes County","Bend-La Pine, OR"
"Bend","OH","39.152558","-84.748004","North Bend","OH","Hamilton County","Bend, OH"
"Bend","OR","44.058173","-121.31531","Bend","OR","Deschutes County","Bend, OR"
"Benecia","CA","38.049365","-122.158578","Benicia","CA","Solano County","Benecia, CA"
"Benicia","CA","38.049365","-122.158578","Benicia","CA","Solano County","Benicia, CA"
"Bennington","VT","42.878135","-73.196774","Bennington","VT","Bennington County","Bennington, VT"
"Bensalem","PA","40.118694","-74.93046","Bensalem","PA","Bucks County","Bensalem, PA"
"Benson","AZ","31.967861","-110.294517","Benson","AZ","Cochise County","Benson, AZ"
"Bent Mountain","VA","37.141425","-80.118953","Bent Mountain","VA","Roanoke County","Bent Mountain, VA"
"Benton Harbor","MI","42.116706","-86.454189","Benton Harbor","MI","Berrien County","Benton Harbor, MI"
"Benton","AR","34.564537","-92.586828","Benton","AR","Saline County","Benton, AR"
"Benton","IL","37.996716","-88.920069","Benton","IL","Franklin County","Benton, IL"
"Benton","KY","36.857278","-88.350315","Benton","KY","Marshall County","Benton, KY"
"Benton","LA","32.694868","-93.741845","Benton","LA","Bossier Parish","Benton, LA"
"Benton","MO","37.097828","-89.562585","Benton","MO","Scott County","Benton, MO"
"Bentonville","AR","36.372854","-94.208817","Bentonville","AR","Benton County","Bentonville, AR"
"Berea","KY","37.568694","-84.296322","Berea","KY","Madison County","Berea, KY"
"Berea","OH","41.366161","-81.854303","Berea","OH","Cuyahoga County","Berea, OH"
"Bergenfield","NJ","40.927599","-73.997361","Bergenfield","NJ","Bergen County","Bergenfield, NJ"
"Berkeley Heights","NJ","40.680873","-74.431052","Berkeley Heights","NJ","Union County","Berkeley Heights, NJ"
"Berkeley Springs","WV","39.62699","-78.227196","Berkeley Springs","WV","Morgan County","Berkeley Springs, WV"
"Berkeley","CA","37.871523","-122.273042","Berkeley","CA","Alameda County","Berkeley, CA"
"Berklely","CA","37.871523","-122.273042","Berkeley","CA","Alameda County","Berklely, CA"
"Berkley","MI","42.503091","-83.183539","Berkley","MI","Oakland County","Berkley, MI"
"Berlin","CT","41.621488","-72.745652","Berlin","CT","Hartford County","Berlin, CT"
"Berlin","MA","42.381204","-71.637012","Berlin","MA","Worcester County","Berlin, MA"
"Berlin","MD","38.322615","-75.217689","Berlin","MD","Worcester County","Berlin, MD"
"Berlin","NH","44.46867","-71.185077","Berlin","NH","Coos County","Berlin, NH"
"Bermerton","WA","47.565007","-122.626977","Bremerton","WA","Kitsap County","Bermerton, WA"
"Bern Township","PA","40.396609","-76.004373",NA,"PA","Berks County","Bern Township, PA"
"Bernalillo","NM","35.30004","-106.551137","Bernalillo","NM","Sandoval County","Bernalillo, NM"
"Bernardsville","NJ","40.718712","-74.569324","Bernardsville","NJ","Somerset County","Bernardsville, NJ"
"Berrien Springs","MI","41.946434","-86.338905","Berrien Springs","MI","Berrien County","Berrien Springs, MI"
"Berryville","VA","39.151771","-77.982219","Berryville","VA","Clarke County","Berryville, VA"
"Berthoud","CO","40.308317","-105.081092","Berthoud","CO","Larimer County","Berthoud, CO"
"Berwick","PA","41.054529","-76.233268","Berwick","PA","Columbia County","Berwick, PA"
"Berwyn","IL","41.850587","-87.793668","Berwyn","IL","Cook County","Berwyn, IL"
"Bethalto","IL","38.909214","-90.040661","Bethalto","IL","Madison County","Bethalto, IL"
"Bethany Beach","DE","38.539556","-75.055181","Bethany Beach","DE","Sussex County","Bethany Beach, DE"
"Bethel Park","PA","40.32757","-80.039498","Bethel Park","PA","Allegheny County","Bethel Park, PA"
"Bethel","AK","60.792222","-161.755833","Bethel","AK","Bethel","Bethel, AK"
"Bethel","CT","41.371228","-73.413962","Bethel","CT","Fairfield County","Bethel, CT"
"Bethel","ME","44.404459","-70.789881","Bethel","ME","Oxford County","Bethel, ME"
"Bethel","OH","38.963677","-84.080766","Bethel","OH","Clermont County","Bethel, OH"
"Bethel","VT","43.833278","-72.633995","Bethel","VT","Windsor County","Bethel, VT"
"Bethesda","MD","38.984652","-77.094709","Bethesda","MD","Montgomery County","Bethesda, MD"
"Bethlehem","CT","41.640378","-73.205759","Bethlehem","CT","Litchfield County","Bethlehem, CT"
"Bethlehem","PA","40.625932","-75.370458","Bethlehem","PA","Northampton County","Bethlehem, PA"
"Bethpage","NY","40.744266","-73.482069","Bethpage","NY","Nassau County","Bethpage, NY"
"Bettendorf","IA","41.526264","-90.507257","Bettendorf","IA","Scott County","Bettendorf, IA"
"Beulaville","NC","34.923776","-77.773867","Beulaville","NC","Duplin County","Beulaville, NC"
"Beverly Beach","FL","29.514697","-81.144504","Beverly Beach","FL","Flagler County","Beverly Beach, FL"
"Beverly Hills","CA","34.07362","-118.400356","Beverly Hills","CA","Los Angeles County","Beverly Hills, CA"
"Beverly Hills","FL","28.916925","-82.458154","Beverly Hills","FL","Citrus County","Beverly Hills, FL"
"Beverly","MA","42.558428","-70.880049","Beverly","MA","Essex County","Beverly, MA"
"Bexley","OH","39.968953","-82.93768","Bexley","OH","Franklin County","Bexley, OH"
"Biddeford","ME","43.492584","-70.453384","Biddeford","ME","York County","Biddeford, ME"
"Big Rapids","MI","43.698078","-85.483656","Big Rapids","MI","Mecosta County","Big Rapids, MI"
"Big Spring","TX","32.250398","-101.478736","Big Spring","TX","Howard County","Big Spring, TX"
"Big Springs","TX","32.250398","-101.478736","Big Spring","TX","Howard County","Big Springs, TX"
"Big Stone Gap","VA","36.85864","-82.783249","Big Stone Gap","VA","Wise County","Big Stone Gap, VA"
"Big Sur","CA","36.270423","-121.808056",NA,"CA","Monterey County","Big Sur, CA"
"Billerica","MA","42.558422","-71.268946","Billerica","MA","Middlesex County","Billerica, MA"
"Billing","MT","45.783286","-108.50069","Billings","MT","Yellowstone County","Billing, MT"
"Billings","MT","45.783286","-108.50069","Billings","MT","Yellowstone County","Billings, MT"
"Biloxi","MS","30.396032","-88.885308","Biloxi","MS","Harrison County","Biloxi, MS"
"Binghampton","NY","42.098687","-75.917974","Binghamton","NY","Broome County","Binghampton, NY"
"Binghamton","NY","42.098687","-75.917974","Binghamton","NY","Broome County","Binghamton, NY"
"Birchdale","MN","48.626905","-94.10185","Birchdale","MN","Koochiching County","Birchdale, MN"
"Birdland","CA","32.792393","-117.152946","San Diego","CA","San Diego County","Birdland, CA"
"Birdsboro","PA","40.264537","-75.804085","Birdsboro","PA","Berks County","Birdsboro, PA"
"Birmingham","AL","33.518589","-86.810357","Birmingham","AL","Jefferson County","Birmingham, AL"
"Birmingham","MI","42.546701","-83.211319","Birmingham","MI","Oakland County","Birmingham, MI"
"Bisbee","AZ","31.448155","-109.928408","Bisbee","AZ","Cochise County","Bisbee, AZ"
"Biscoe","NC","35.359892","-79.779762","Biscoe","NC","Montgomery County","Biscoe, NC"
"Bishop City","CA","37.361424","-118.399664","Bishop","CA","Inyo County","Bishop City, CA"
"Bishop","CA","37.361424","-118.399664","Bishop","CA","Inyo County","Bishop, CA"
"Bishopville","SC","34.218211","-80.248406","Bishopville","SC","Lee County","Bishopville, SC"
